City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
316,Bayanday,RU,53.0661,105.5139,70.52,42,52,8.01,broken clouds
317,Cabo San Lucas,MX,22.8909,-109.9124,82.62,66,30,10.0,scattered clouds
318,Lompoc,US,34.6391,-120.4579,59.14,93,100,4.61,mist
319,Bayburt,TR,40.2589,40.2278,63.66,68,88,3.6,overcast clouds
320,Pavagada,IN,14.1,77.2667,74.68,77,100,22.62,overcast clouds
321,Bathsheba,BB,13.2167,-59.5167,83.01,90,20,19.57,few clouds
322,Lowestoft,GB,52.4752,1.7516,68.41,92,100,7.72,overcast clouds
323,Nikel,RU,69.4128,30.222,55.58,85,100,0.6,overcast clouds
324,Manfredonia,IT,41.6259,15.9094,72.07,56,0,2.3,clear sky
325,Westport,US,41.1415,-73.3579,71.58,82,0,12.66,clear sky
326,Trincomalee,LK,8.5711,81.2335,89.94,54,100,20.54,overcast clouds
327,Valkeala,FI,60.9401,26.7979,67.3,88,75,10.36,broken clouds
328,Geraldton,AU,-28.7667,114.6,68.41,45,0,9.22,clear sky
329,Manturovo,RU,58.3353,44.7619,80.06,56,1,8.84,clear sky
330,Vao,NC,-22.6667,167.4833,69.76,64,0,9.66,clear sky
331,Kemijarvi,FI,66.7131,27.4306,65.34,75,100,0.81,overcast clouds
332,Yiyang,CN,28.5892,112.3283,97.79,50,3,12.68,clear sky
333,Elko,US,41.0002,-115.5012,77.02,23,1,1.99,clear sky
334,Mitsamiouli,KM,-11.3847,43.2844,80.89,54,20,16.11,few clouds
335,Lafia,NG,8.4833,8.5167,72.91,96,66,3.94,broken clouds
336,Arvika,SE,59.6553,12.5852,65.01,54,7,1.77,clear sky
337,Shitanjing,CN,39.2342,106.3439,86.58,29,96,4.45,overcast clouds
338,Rio Gallegos,AR,-51.6226,-69.2181,28.45,100,75,17.27,broken clouds
339,Itaituba,BR,-4.2761,-55.9836,77.85,71,94,1.3,overcast clouds
340,Valea Argovei,RO,44.35,26.7833,70.95,40,42,4.03,scattered clouds
341,Dauriya,RU,49.9333,116.8667,68.18,76,100,7.18,overcast clouds
342,Sydney,AU,-33.8679,151.2073,61.9,58,0,1.01,clear sky
343,Laguna,US,38.421,-121.4238,85.44,45,0,6.91,clear sky
344,Sept-Iles,CA,50.2001,-66.3821,57.72,99,100,6.91,fog
