City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
143,Sorong,ID,-0.8833,131.25,78.98,86,78,4.65,broken clouds
144,Ortakoy,TR,38.7373,34.0387,71.85,66,5,6.26,clear sky
145,Lauchhammer,DE,51.5,13.8,60.33,80,20,4.45,light rain
146,Luena,AO,-11.7833,19.9167,54.34,48,0,4.83,clear sky
147,Lebu,CL,-37.6167,-73.65,48.36,57,64,3.29,broken clouds
148,Iquique,CL,-20.2208,-70.1431,66.24,68,100,3.78,overcast clouds
149,Bubaque,GW,11.2833,-15.8333,80.87,77,0,3.18,clear sky
150,Saiha,IN,22.4833,92.9667,71.82,98,100,1.77,overcast clouds
151,Esperance,AU,-33.8667,121.9,53.38,68,95,12.73,overcast clouds
152,Provideniya,RU,64.3833,-173.3,47.19,66,17,4.94,few clouds
153,Sidney,AU,-33.8679,151.2073,50.72,73,0,16.11,clear sky
154,Magaria,NE,12.9983,8.9099,89.98,17,0,4.72,clear sky
155,Eirunepe,BR,-6.6603,-69.8736,76.15,90,100,2.44,overcast clouds
156,Hay River,CA,60.8156,-115.7999,59.02,42,91,7.27,overcast clouds
157,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,86,6,10.11,clear sky
158,Berlevag,NO,70.8578,29.0864,48.0,81,0,18.41,clear sky
159,Beringovskiy,RU,63.05,179.3167,38.93,84,21,2.19,few clouds
160,Valle Hermoso,MX,25.6667,-97.8333,89.49,49,72,15.26,broken clouds
161,Palmer,US,42.1584,-72.3287,64.51,68,100,1.01,overcast clouds
162,Sao Filipe,CV,14.8961,-24.4956,76.1,71,99,9.24,overcast clouds
163,Emet,TR,39.343,29.2585,59.86,85,100,3.51,light rain
164,Calama,CL,-22.4667,-68.9333,59.49,10,20,27.63,few clouds
165,Dhidhdhoo,MV,6.8833,73.1,81.75,79,100,21.21,overcast clouds
166,Vasvar,HU,47.0493,16.7995,70.61,70,4,7.11,clear sky
167,Goderich,CA,43.7501,-81.7165,55.9,81,98,19.24,overcast clouds
168,Saint Anthony,US,45.0205,-93.218,71.91,41,20,16.11,few clouds
169,Iskateley,RU,67.6803,53.1512,44.49,59,100,7.81,overcast clouds
170,Baloda Bazar,IN,21.6667,82.1667,92.66,22,100,2.48,overcast clouds
171,Hervey Bay,AU,-25.2986,152.8535,57.02,70,70,1.01,broken clouds
172,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,90,40,8.05,scattered clouds
173,Shihezi,CN,44.3,86.0333,65.66,42,47,6.29,scattered clouds
174,Kaka,TM,37.3482,59.6143,81.91,17,0,6.35,clear sky
175,Metlaltoyuca,MX,20.7333,-97.85,89.33,32,43,11.79,scattered clouds
